# Dictionary extracted from https://synagonism.net/otenet/gr/gpd.html
# Thanks to Nikos Kasseluris at https://synagonism.net
αβάκιο α-βά-κι-ο
εργατικής ερ-γα-τι-κής
εργατικό ερ-γα-τι-κό
έργο έρ-γο
εργοδοσία ερ-γο-δο-σί-α
εργοδοσίας ερ-γο-δο-σί-ας
εργοδότες ερ-γο-δό-τες
εργοστασιακό ερ-γο-στα-σι-α-κό
έργου έρ-γου
ερεθίζω ε-ρε-θί-ζω
ερέθισε ε-ρέ-θι-σε
ερέθισμα ε-ρέ-θι-σμα
ερειστικό ε-ρει-στι-κό
ερειστικός ε-ρει-στι-κός
έρευνα έ-ρευ-να
έρευνας έ-ρευ-νας
έρευνες έ-ρευ-νες
ερευνηθούν ε-ρευ-νη-θούν
ερευνήσει ε-ρευ-νή-σει
ερευνητές ε-ρευ-νη-τές
ερευνητής ε-ρευ-νη-τής
ερευνητική ε-ρευ-νη-τι-κή
ερευνητικής ε-ρευ-νη-τι-κής
ερευνητικών ε-ρευ-νη-τι-κών
ερευνητών ε-ρευ-νη-τών
ερευνώ ε-ρευ-νώ
ερευνών ε-ρευ-νών
ερευνώντας ε-ρευ-νώ-ντας
ερήμην ε-ρή-μην
έρθει έρ-θει
έρθουν έρ-θουν
έρμαια έρ-μαι-α
ερμηνείας ερ-μη-νεί-ας
ερμηνείες ερ-μη-νεί-ες
ερμηνεύονται ερ-μη-νε-ύο-νται
ερμηνευτική ερ-μη-νε-υτι-κή
Ερνστ Ερνστ
έρπουσας έρ-που-σας
ερυθρά ε-ρυ-θρά
ερυθρό ε-ρυ-θρό
ερυθρόδερμος ε-ρυ-θρό-δερ-μος
ερυθροκύτταρο ε-ρυ-θρο-κύ-ττα-ρο
έρχεται έρ-χε-ται
έρχομαι έρ-χο-μαι
ερχόμουν ερ-χό-μουν
έρχονται έρ-χο-νται
ερχόταν ερ-χό-ταν
ερωτά ε-ρω-τά
ερώτημα ε-ρώ-τη-μα
ερωτήματα ε-ρω-τή-μα-τα
ερωτηματική ε-ρω-τη-μα-τι-κή
ερωτηματικότητα ε-ρω-τη-μα-τι-κό-τη-τα
ερωτημάτων ε-ρω-τη-μά-των
ερωτήσεις ε-ρω-τή-σεις
ερώτηση ε-ρώ-τη-ση
ερωτική ε-ρω-τι-κή
ερωτικό ε-ρω-τι-κό
ερωτώ ε-ρω-τώ
εσάς ε-σάς
εσείς ε-σείς
εσένα ε-σέ-να
εσκεμμένης ε-σκε-μμέ-νης
εσκεμμένων ε-σκε-μμέ-νων
εσπεράντο ε-σπε-ρά-ντο
εσπευσμένως ε-σπευ-σμέ-νως
εστάλην ε-στά-λην
έστειλα έ-στει-λα
έστελνα έ-στελ-να
εστιάζεται ε-στι-ά-ζε-ται
εστιάζομαι ε-στι-ά-ζο-μαι
έστριβα έ-στρι-βα
έστριψα έ-στρι-ψα
έστω έ-στω
εσύ ε-σύ
εσυγχωρούμην ε-συγ-χω-ρού-μην
εσφαλμένη ε-σφαλ-μέ-νη
έσφιγγα έ-σφι-γγα
έσφιξα έ-σφι-ξα
έσχατες έ-σχα-τες
έσχατος έ-σχα-τος
εσωτερικά ε-σω-τε-ρι-κά
εσωτερικές ε-σω-τε-ρι-κές
εσωτερική ε-σω-τε-ρι-κή
εσωτερικό ε-σω-τε-ρι-κό
εσωτερικών ε-σω-τε-ρι-κών
εταιρεία ε-ται-ρεί-α
εταιρείας ε-ται-ρεί-ας
εταιρείες ε-ται-ρεί-ες
εταιρειών ε-ται-ρει-ών
εταιρία ε-ται-ρί-α
ετήσια ε-τή-σι-α
ετήσιο ε-τή-σι-ο
ετησίως ε-τη-σί-ως
ετοιμάζονται ε-τοι-μά-ζο-νται
ετοιμάζω ε-τοι-μά-ζω
ετοιμάσω ε-τοι-μά-σω
έτοιμος έ-τοι-μος
έτος έ-τος
έτρεξα έ-τρε-ξα
έτρεφα έ-τρε-φα
έτρεχα έ-τρε-χα
έτριβα έ-τρι-βα
έτριψα έ-τρι-ψα
Ετρούσκος Ε-τρού-σκος
έτρωγα έ-τρω-γα
έτσι έ-τσι
ετυμηγορίας ε-τυ-μη-γο-ρί-ας
ετυμολογία ε-τυ-μο-λο-γί-α
ετών ε-τών
Ευαγγελίδου Ε-υα-γγε-λί-δου
ευάερος ε-υά-ε-ρος
Εύβοια Εύ-βοι-α
ευγένεια ε-υγέ-νει-α
ευγενής ε-υγε-νής
ευγηρία ε-υγη-ρί-α
ευεργετική ε-υερ-γε-τι-κή
ευημερία ε-υη-με-ρί-α
ευημερίας ε-υη-με-ρί-ας
ευθέως ε-υθέ-ως
εύθραυστο εύ-θραυ-στο
ευθύνη ε-υθύ-νη
ευθύνης ε-υθύ-νης
ευκαιρία ευ-και-ρί-α
ευκαιρίες ευ-και-ρί-ες
ευκαιριών ευ-και-ρι-ών
ευκαρυωτικό ευ-κα-ρυ-ω-τι-κό
ευκλείδειος ευ-κλεί-δει-ος
εύκολα εύ-κο-λα
εύκολη εύ-κο-λη
εύκολο εύ-κο-λο
ευκταίο ευ-κταί-ο
ευλογία ε-υλο-γί-α
ευλυγισίας ε-υλυ-γι-σί-ας
ευνοϊκές ευ-νο-ϊ-κές
ευνοϊκών ευ-νο-ϊ-κών
εύπλαστο εύ-πλα-στο
εύπορων εύ-πο-ρων
ευρεία ε-υρεί-α
εύρεση ε-ύρε-ση
ευρετήριο ε-υρε-τή-ρι-ο
εύρημα ε-ύρη-μα
ευρηματικές ε-υρη-μα-τι-κές
ευρηματική ε-υρη-μα-τι-κή
ευρηματικής ε-υρη-μα-τι-κής
ευρηματικός ε-υρη-μα-τι-κός
εύρος ε-ύρος
ευρύ ε-υρύ
ευρύτατα ε-υρύ-τα-τα
ευρύτερη ε-υρύ-τε-ρη
ευρύτερο ε-υρύ-τε-ρο
ευρύτερος ε-υρύ-τε-ρος
ευρύτερου ε-υρύ-τε-ρου
ευρύχωρος ε-υρύ-χω-ρος
ευρωπαϊκές ε-υρω-πα-ϊ-κές
ευρωπαϊκή ε-υρω-πα-ϊ-κή
ευρωπαϊκό ε-υρω-πα-ϊ-κό
ευρωπαϊκός ε-υρω-πα-ϊ-κός
Ευρώπη Ε-υρώ-πη
Ευρώπης Ε-υρώ-πης
ευσεβής ευ-σε-βής
εύστοχος εύ-στο-χος
ευτυχισμένος ε-υτυ-χι-σμέ-νος
ευτυχώς ε-υτυ-χώς
ευφυέστερο ε-υφυ-έ-στε-ρο
ευφυία ε-υφυ-ί-α
ευχάριστη ευ-χά-ρι-στη
ευχαριστημένος ευ-χα-ρι-στη-μέ-νος
ευχαριστημένους ευ-χα-ρι-στη-μέ-νους
ευχαριστώ ευ-χα-ρι-στώ
ευχές ευ-χές
ευχή ευ-χή
εύχρηστο εύ-χρη-στο
ευωδιά ε-υω-διά
έφαγα έ-φα-γα
εφαλτήριο ε-φαλ-τή-ρι-ο
εφάπαξ ε-φά-παξ
εφαρμογές ε-φαρ-μο-γές
εφαρμογή ε-φαρ-μο-γή
εφαρμογών ε-φαρ-μο-γών
εφαρμόζεις ε-φαρ-μό-ζεις
εφαρμόζω ε-φαρ-μό-ζω
εφαρμόσει ε-φαρ-μό-σει
εφαρμόσετε ε-φαρ-μό-σε-τε
εφαρμοσμένο ε-φαρ-μο-σμέ-νο
εφεξής ε-φε-ξής
έφερα έ-φε-ρα
έφερε έ-φε-ρε
έφερνα έ-φερ-να
εφέσιος ε-φέ-σι-ος
έφευγα έ-φε-υγα
εφευρέσεις ε-φε-υρέ-σεις
εφευρέσεων ε-φε-υρέ-σε-ων
εφεύρεση ε-φε-ύρε-ση
εφεύρεσης ε-φε-ύρε-σης
εφευρίσκω ε-φε-υρί-σκω
εφημερίδα ε-φη-με-ρί-δα
εφημερίδες ε-φη-με-ρί-δες
εφήμερος ε-φή-με-ρος
εφηρμοσμένος ε-φηρ-μο-σμέ-νος
εφησυχάζω ε-φη-συ-χά-ζω
εφηύραν ε-φη-ύραν
εφιάλτες ε-φι-άλ-τες
εφιάλτη ε-φι-άλ-τη
εφιάλτης ε-φι-άλ-της
εφικτός ε-φι-κτός
εφιστώ ε-φι-στώ
εφοδιάζει ε-φο-δι-ά-ζει
έφοδος έ-φο-δος
εφορία ε-φο-ρί-α
εφορμούν ε-φορ-μούν
εφόσον ε-φό-σον
έφτανα έ-φτα-να
έφτασα έ-φτα-σα
έφτασαν έ-φτα-σαν
έφτιαξα έ-φτια-ξα
έφτιαχνα έ-φτια-χνα
έφτιαχνες έ-φτια-χνες
έφτυνα έ-φτυ-να
έφτυσα έ-φτυ-σα
έφυγα έ-φυ-γα
έφυγε έ-φυ-γε
έχει έ-χει
έχεις έ-χεις
εχεμύθεια ε-χε-μύ-θει-α
έχετε έ-χε-τε
έχθρα έχ-θρα
εχθρός εχ-θρός
εχινόκοκκος ε-χι-νό-κο-κκος
έχοντας έ-χο-ντας
έχουμε έ-χου-με
έχουν έ-χουν
έχω έ-χω
έχωνα έ-χω-να
έχωσα έ-χω-σα
ζακέτα ζα-κέ-τα
Ζαν Ζαν
ζει ζει
ζεϊμπέκικο ζε-ϊ-μπέ-κι-κο
ζείτε ζεί-τε
ζενίθ ζε-νίθ
ζεσταθεί ζε-στα-θεί
ζεσταθείς ζε-στα-θείς
ζεστάθηκα ζε-στά-θη-κα
ζεσταθώ ζε-στα-θώ
ζεσταίνεσαι ζε-σταί-νε-σαι
ζεσταίνομαι ζε-σταί-νο-μαι
ζεσταινόμενος ζε-σται-νό-με-νος
ζεσταινόμουν ζε-σται-νό-μουν
ζεστό ζε-στό
ζεστός ζε-στός
ζεύξη ζεύ-ξη
Ζηλανδία Ζη-λαν-δί-α
ζήσατε ζή-σα-τε
ζήσει ζή-σει
ζήσεις ζή-σεις
ζήση ζή-ση
ζήσουμε ζή-σου-με
ζήσουν ζή-σουν
ζητάω ζη-τά-ω
ζήτημα ζή-τη-μα
ζητήματα ζη-τή-μα-τα
ζητήματος ζη-τή-μα-τος
ζητημάτων ζη-τη-μά-των
ζητήσανε ζη-τή-σα-νε
ζητήσετε ζη-τή-σε-τε
ζήτηση ζή-τη-ση
ζητούμενο ζη-τού-με-νο
ζητώ ζη-τώ
Ζόζεφ Ζό-ζεφ
ζόρι ζό-ρι
ζουζούνι ζου-ζού-νι
ζούμε ζού-με
ζουμί ζου-μί
ζουμιά ζου-μιά
ζουν ζουν
ζούσα ζού-σα
ζόχια ζό-χια
ζύγι ζύ-γι
ζυγιάζομαι ζυ-γιά-ζο-μαι
ζυγωματικό ζυ-γω-μα-τι-κό
ζυγωτό ζυ-γω-τό
Ζυλ Ζυλ
ζύμωμα ζύ-μω-μα
ζυμώνω ζυ-μώ-νω
ζυμώσει ζυ-μώ-σει
ζω ζω
ζώα ζώ-α
ζωγραφική ζω-γρα-φι-κή
ζώδιο ζώ-δι-ο
ζωή ζω-ή
ζωής ζω-ής
ζωικός ζω-ι-κός
ζώνη ζώ-νη
ζωντανή ζω-ντα-νή
ζωντανό ζω-ντα-νό
ζωντανός ζω-ντα-νός
ζωντανού ζω-ντα-νού
ζωντανούς ζω-ντα-νούς
ζώντας ζώ-ντας
ζώο ζώ-ο
ζωοδόχου ζω-ο-δό-χου
ζωοτροφή ζω-ο-τρο-φή
ζωτική ζω-τι-κή
ζωτικό ζω-τι-κό
ή ή
ηγέτης η-γέ-της
ηγετικές η-γε-τι-κές
ηγετική η-γε-τι-κή
ηγετικός η-γε-τι-κός
ηγήθηκε η-γή-θη-κε
ηγούμαι η-γού-μαι
ήδη ή-δη
ήθελα ή-θε-λα
ηθελημένη η-θε-λη-μέ-νη
ήθη ή-θη
ηθικά η-θι-κά
ηθικές η-θι-κές
ηθική η-θι-κή
ηθικής η-θι-κής
ηθικό η-θι-κό
ηθικοθρησκευτική η-θι-κο-θρη-σκε-υτι-κή
ηθικοθρησκευτικής η-θι-κο-θρη-σκε-υτι-κής
ηθικοποίηση η-θι-κο-ποί-η-ση
ηθικοπολιτική η-θι-κο-πο-λι-τι-κή
ηθικών η-θι-κών
ηλεκρονικός η-λε-κρο-νι-κός
ηλεκτρικά η-λεκ-τρι-κά
ηλεκτρικό η-λεκ-τρι-κό
ηλεκτρολόγος η-λεκ-τρο-λό-γος
ηλεκτρομαγνητική η-λεκ-τρο-μα-γνη-τι-κή
ηλεκτρονικά η-λεκ-τρο-νι-κά
ηλεκτρονική η-λεκ-τρο-νι-κή
ηλεκτρονικής η-λεκ-τρο-νι-κής
ηλεκτρονικό η-λεκ-τρο-νι-κό
ηλεκτρονικοί η-λεκ-τρο-νι-κοί
ηλεκτρονικός η-λεκ-τρο-νι-κός
ηλεκτρονικού η-λεκ-τρο-νι-κού
ηλεκτρονικούς η-λεκ-τρο-νι-κούς
ηλεκτρονικών η-λεκ-τρο-νι-κών
ηλεκτροχημικό η-λεκ-τρο-χη-μι-κό
ήλθα ήλ-θα
ηλιακό η-λι-α-κό
ηλικία η-λι-κί-α
ήλιο ή-λιο
ηλιοκεντρική η-λιο-κε-ντρι-κή
ήλπιζα ήλ-πι-ζα
ήλπισα ήλ-πι-σα
ήμασταν ή-μα-σταν
ημερα η-με-ρα
ημέρα η-μέ-ρα
ημέρες η-μέ-ρες
ημερομηνία η-με-ρο-μη-νί-α
ημισφαίριο η-μι-σφαί-ρι-ο
ημισφαιρίου η-μι-σφαι-ρί-ου
ημισφαιρου η-μι-σφαι-ρου
ήμουν ή-μουν
ηνία η-νί-α
ηνωμένες η-νω-μέ-νες
ηνωμένων η-νω-μέ-νων
ήξερα ή-ξε-ρα
ηπατίτιδα η-πα-τί-τι-δα
ηπειρωτικά η-πει-ρω-τι-κά
ήπια ή-πια
Ήρα Ή-ρα
Ηράκλειτο Η-ρά-κλει-το
Ηράκλειτος Η-ρά-κλει-τος
Ηρακλείτου Η-ρα-κλεί-του
ηρέμησε η-ρέ-μη-σε
ηρεμία η-ρε-μί-α
ήρεμος ή-ρε-μος
ήρθαν ήρ-θαν
ήρθε ήρ-θε
Ησίοδο Η-σί-ο-δο
ησυχία η-συ-χί-α
ήταν ή-ταν
ήτοι ή-τοι
ηφαίστειο η-φαί-στει-ο
ηχείο η-χεί-ο
ηχηρότατους η-χη-ρό-τα-τους
ηχητική η-χη-τι-κή
ηχογραφήσεις η-χο-γρα-φή-σεις
ηχορύπανση η-χο-ρύ-παν-ση
ήχος ή-χος
ήχων ή-χων
θα θα
θάλαμος θά-λα-μος
θάλασσα θά-λα-σσα
θαλασσάκι θα-λα-σσά-κι
θαλάσσιες θα-λά-σσι-ες
θαλπωρή θαλ-πω-ρή
θαμών θα-μών
Θανάσης Θα-νά-σης
θάνατο θά-να-το
θάνατον θά-να-τον
θάνατος θά-να-τος
θανάτου θα-νά-του
θαύμα θαύ-μα
θαύμαζα θαύ-μα-ζα
θαυμάζομαι θαυ-μά-ζο-μαι
θαυμαζόμουν θαυ-μα-ζό-μουν
θαυμάζω θαυ-μά-ζω
θαύμασα θαύ-μα-σα
θαυμάσει θαυ-μά-σει
θαυμασμό θαυ-μα-σμό
θαυμαστεί θαυ-μα-στεί
θαυμάστηκα θαυ-μά-στη-κα
θαυμαστής θαυ-μα-στής
θαυμαστό θαυ-μα-στό
θαύματα θαύ-μα-τα
θαυματοποιός θαυ-μα-το-ποι-ός
θέαμα θέ-α-μα
θεαματικά θε-α-μα-τι-κά
θέατρο θέ-α-τρο
θεάτρου θε-ά-τρου
θεέ θε-έ
θεια θει-α
θεία θεί-α
θειάφι θειά-φι
θεϊκή θε-ϊ-κή
θειούχου θει-ού-χου
θέλαμε θέ-λα-με
θέλγητρο θέλ-γη-τρο
θέλει θέ-λει
θέλεις θέ-λεις
θέλετε θέ-λε-τε
θέλησα θέ-λη-σα
θελήσει θε-λή-σει
θέληση θέ-λη-ση
θέλουν θέ-λουν
θέλω θέ-λω
θέμα θέ-μα
θέματα θέ-μα-τα
θέματος θέ-μα-τος
θεματοφύλακας θε-μα-το-φύ-λα-κας
θεμέλια θε-μέ-λι-α
θεμέλιο θε-μέ-λι-ο
θεμελιώδεις θε-με-λι-ώ-δεις
θεμελιώδες θε-με-λι-ώ-δες
θεμελιώδη θε-με-λι-ώ-δη
θεμελιώδης θε-με-λι-ώ-δης
θεμελίων θε-με-λί-ων
θεμελιώνει θε-με-λι-ώ-νει
θεμελιώνεται θε-με-λι-ώ-νε-ται
θεμελίωσε θε-με-λί-ω-σε
θεμελίωση θε-με-λί-ω-ση
θέμις θέ-μις
θεό θε-ό
θεολογία θε-ο-λο-γί-α
θεολογίας θε-ο-λο-γί-ας
θεομηνία θε-ο-μη-νί-α
θεόπεμπτος θε-ό-πεμπ-τος
θεοποίηση θε-ο-ποί-η-ση
θεός θε-ός
θεότητας θε-ό-τη-τας
θεού θε-ού
Θεοφάνης Θε-ο-φά-νης
θεραπεία θε-ρα-πεί-α
θεραπείας θε-ρα-πεί-ας
θεραπεύει θε-ρα-πε-ύει
θεραπευθεί θε-ρα-πευ-θεί
θεραπευτεί θε-ρα-πε-υτεί
θερινή θε-ρι-νή
θερμές θερ-μές
θερμίδες θερ-μί-δες
θερμικός θερ-μι-κός
θερμό θερ-μό
θερμοδυναμικής θερ-μο-δυ-να-μι-κής
θερμοκρασίας θερ-μο-κρα-σί-ας
θες θες
θέσεις θέ-σεις
θέσεως θέ-σε-ως
θέση θέ-ση
θεσμική θε-σμι-κή
θεσμικών θε-σμι-κών
θεσμοί θε-σμοί
θεσμοποιημένη θε-σμο-ποι-η-μέ-νη
θεσμοποιημένης θε-σμο-ποι-η-μέ-νης
θεσμός θε-σμός
θεσμού θε-σμού
θεσμούς θε-σμούς
θεσπίζω θε-σπί-ζω
θεσπίσεις θε-σπί-σεις
θεσσαλική θε-σσα-λι-κή
Θεσσαλονίκη Θε-σσα-λο-νί-κη
Θεσσαλονίκης Θε-σσα-λο-νί-κης
θέτει θέ-τει
θετικά θε-τι-κά
θετική θε-τι-κή
θετικισμός θε-τι-κι-σμός
θετός θε-τός
θέτουν θέ-τουν
θέτω θέ-τω
θεωρείται θε-ω-ρεί-ται
θεωρείτε θε-ω-ρεί-τε
θεωρηθεί θε-ω-ρη-θεί
θεωρήσεις θε-ω-ρή-σεις
θεώρηση θε-ώ-ρη-ση
θεώρησης θε-ώ-ρη-σης
θεωρησιακό θε-ω-ρη-σι-α-κό
θεωρητικά θε-ω-ρη-τι-κά
θεωρητική θε-ω-ρη-τι-κή
θεωρητικό θε-ω-ρη-τι-κό
θεωρία θε-ω-ρί-α
θεωρίας θε-ω-ρί-ας
θεωρίες θε-ω-ρί-ες
θεωρούμαι θε-ω-ρού-μαι
θεωρούμε θε-ω-ρού-με
θεωρούνται θε-ω-ρού-νται
θεωρούσαν θε-ω-ρού-σαν
θεωρούσε θε-ω-ρού-σε
θεωρώ θε-ω-ρώ
θήβα θή-βα
θηλή θη-λή
θηλυκό θη-λυ-κό
